piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	harmony_version	annotators	reviewers	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	comments	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument	staff_3_ambitus	staff_3_instrument	staff_4_ambitus	staff_4_instrument
n11op95_03	1: 3/4	1: -4, 66: 2, 112: -4, 146: 2, 166: -3, 184: -4	207	207	621.0	247	247	741.0	[[[40]], [[41]]]	1983.75	2356	1082	0	0	364	f	1.0.0	Markus Neuwirth		1810	1810	Ludwig van Beethoven									2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n11op95_03.mscx	False	36-90 (C2-Gb6)		xml	55-90 (G3-Gb6)	Violin	55-88 (G3-E6)	Violin	48-73 (C3-Db5)	Viola	36-68 (C2-Ab4)	Cello
n11op95_04	1: 2/4, 9: 6/8, 134: 2/2	1: -4, 134: -1	176	175	561.5	176	175	561.5		1983.5	3821	1427	0	0	326	f	1.0.0	Markus Neuwirth		1810	1810	Ludwig van Beethoven									2015-11-25	3.02	Microsoft Windows			"<font size=""18""/>QUARTETT
für 2 Violinen, Bratsche und Violoncello
Op. 95  3rd  Movevment"		"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	MS3	MS3/n11op95_04.mscx	False	36-96 (C2-C7)		xml	55-96 (G3-C7)	Violin	55-89 (G3-F6)	Violin	48-77 (C3-F5)	Viola	36-72 (C2-C5)	Cello
n12op127_01	1: 2/4, 7: 3/4, 75: 2/4, 81: 3/4, 135: 2/4, 139: 3/4	1: -3, 41: -2, 75: 1, 117: -3, 135: 0, 159: -3	282	282	830.0	282	282	830.0		3388.0	3871	1295	0	0	558	Eb	1.0.0	Markus Neuwirth		1823	1824	Ludwig van Beethoven	String Quartet No12 Op127								2015-11-25	3.02	Microsoft Windows			"<font size=""18.5536""/><font face=""Times New Roman""/>String Quartet No12 Op127"		"<font size=""9.2768""/><font face=""Times New Roman""/>L van Beethoven"	3.6.2	2.5.4	MS3	MS3/n12op127_01.mscx	False	36-96 (C2-C7)		xml	55-96 (G3-C7)	Violin I (2)	55-85 (G3-Db6)	Violin II (2)	48-77 (C3-F5)	Viola (2) (2)	36-87 (C2-Eb6)	Violoncello (2) (2)
n12op127_02	1: 12/8, 41: 4/4, 62: 2/2, 80: 12/8	1: -4, 62: 4, 82: -4, 104: 4, 111: -4	130	126	682.0	130	126	682.0		2768.5	5132	1804	0	0	542	Ab	1.0.0	Markus Neuwirth		1823	1824	Ludwig van Beethoven	String Quartet No12 Op127								2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n12op127_02.mscx	False	36-96 (C2-C7)		xml	55-96 (G3-C7)	Violin I (2)	55-87 (G3-Eb6)	Violin II (2)	48-75 (C3-Eb5)	Viola (2) (2)	36-78 (C2-F#5)	Violoncello (2) (2)
n12op127_03	1: 3/4, 71: 2/4, 76: 3/4, 79: 2/4, 82: 3/4	1: -3, 150: -6, 240: -2, 272: -3	292	289	868.0	429	429	1271.0	[[[36], [37]], [[123], [124]], [[169], [170]]]	2914.75	3286	1233	0	0	428	Eb	1.0.0	Markus Neuwirth		1823	1824	Ludwig van Beethoven	String Quartet No12 Op127								2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n12op127_03.mscx	False	36-94 (C2-Bb6)		xml	55-94 (G3-Bb6)	Violin I (2)	55-84 (G3-C6)	Violin II (2)	48-75 (C3-Eb5)	Viola (2) (2)	36-67 (C2-G4)	Violoncello (2) (2)
n12op127_04	1: 2/2, 256: 6/8	1: -3, 256: 0, 269: -3	299	299	1152.0	299	299	1152.0		4356.92	5980	2145	0	0	689	Eb	1.0.0	Markus Neuwirth		1823	1824	Ludwig van Beethoven	String Quartet No12 Op127								2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n12op127_04.mscx	False	36-99 (C2-Eb7)		xml	55-99 (G3-Eb7)	Violin I (2)	55-84 (G3-C6)	Violin II (2)	48-77 (C3-F5)	Viola (2) (2)	36-89 (C2-F6)	Violoncello (2) (2)
n13op130_01	1: 3/4, 16: 4/4, 21: 3/4, 26: 4/4, 97: 3/4, 99: 4/4, 100: 3/4, 103: 4/4, 104: 3/4, 107: 4/4, 217: 3/4, 221: 4/4, 222: 3/4, 223: 4/4, 224: 3/4, 225: 4/4	1: -2, 72: -6, 100: 2, 116: 1, 135: -2, 163: -4, 176: -2	237	236	912.0	331	329	1266.0	[[[93, 94]], [[95]]]	3103.5	5446	2201	0	0	723	Bb	1.0.0	Markus Neuwirth		1825	1826	Ludwig van Beethoven								"<font size=""10""/>Copyright 2002 Robert L. Jenks
Edition may be freely distributed, copied, or performed"	2015-11-25	3.02	Microsoft Windows			"<font size=""24""/><b>Quartett No. 13</b><font size=""18""/> 
<font size=""18""/><b>für 2 Violinen, Bratsche und Violoncell</b><font size=""18""/> 
<font size=""18""/><b>Op. 130 1st Movement</b><font size=""18""/> 
<font size=""14""/><b>Dem Fürsten Nicolaus von Galitzin gewidmet.</b>"		"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	MS3	MS3/n13op130_01.mscx	False	36-96 (C2-C7)		xml	55-96 (G3-C7)	Violin	55-87 (G3-Eb6)	Violin	48-77 (C3-F5)	Viola	36-69 (C2-A4)	Cello
n13op130_02	1: 2/2, 17: 6/4, 58: 2/2, 60: 6/4, 62: 2/2, 64: 6/4, 66: 2/2	1: -5, 17: -2, 66: -5	107	107	518.0	154	154	768.0	[[[24]], [[25]], [[48]], [[49]]]	1414.0	1311	514	0	0	181	bb	1.0.0	Markus Neuwirth		1825	1826	Ludwig van Beethoven								"<font size=""8.5""/>Copyright 2002, Robert L. Jenks"	2015-11-25	3.02	Microsoft Windows			"<font size=""18""/>Quartett No. 13
für 2 Violinen, Bratsche und Violoncell
Op. 130 2nd Movement
<font size=""14""/>Dem Fürsten Nicolaus von Galitzin gewidmet."		"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	MS3	MS3/n13op130_02.mscx	False	37-94 (Db2-Bb6)		xml	57-94 (A3-Bb6)	Violin	57-87 (A3-Eb6)	Violin	48-75 (C3-Eb5)	Viola	37-65 (Db2-F4)	Cello
n13op130_03	1: 4/4	1: -5, 11: -4, 39: -5	90	89	354.5	90	89	354.5		1214.88	3595	1531	0	0	450	Db	1.0.0	Markus Neuwirth		1825	1826	Ludwig van Beethoven								"<font size=""8.5""/>Copyright2002 by Robert L. Jenks"	2015-11-25	3.02	Microsoft Windows			"<font size=""18""/>Quartett No. 13
für 2 Violinen, Bratsche und Violoncell
Op. 130 3rd Movement
<font size=""14""/>Dem Fürsten Nicolaus von Galitzin gewidmet."		"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	MS3	MS3/n13op130_03.mscx	False	36-94 (C2-Bb6)		xml	56-94 (Ab3-Bb6)	Violin	55-87 (G3-Eb6)	Violin	48-77 (C3-F5)	Viola	36-68 (C2-Ab4)	Cello
n13op130_04	1: 3/8	1: 1, 41: 0, 65: 1	150	150	225.0	174	174	261.0		798.25	1775	736	0	0	295	G	1.0.0	Markus Neuwirth		1825	1826	Ludwig van Beethoven								"<font size=""10""/>Copyright 2003 by Robert L. Jenks"	2015-11-25	3.02	Microsoft Windows			"<font size=""18""/>Quartett No. 13
für 2 Violinen, Bratsche und Violoncell
Op. 130  4th Movement
<font size=""14""/>Dem Fürsten Nicolaus von Galitzin gewidmet<font size=""18""/>."		"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	MS3	MS3/n13op130_04.mscx	False	36-91 (C2-G6)		xml	55-91 (G3-G6)	Violin	55-84 (G3-C6)	Violin	48-74 (C3-D5)	Viola	36-84 (C2-C6)	Cello
n13op130_05	1: 3/4	1: -3	66	66	198.0	66	66	198.0		794.25	1222	451	0	0	189	Eb	1.0.0	Markus Neuwirth		1825	1826	Ludwig van Beethoven								"<font size=""8.5""/>Copyright 2003 by Robert L. Jenks"	2015-11-25	3.02	Microsoft Windows			"<font size=""18""/>Quartett No. 13
für 2 Violinen, Bratsche und Violoncell
Op. 130 5th Movement
<font size=""14""/>Dem Fürsten Nicolaus von Galitzin gewidmet."	"<font size=""11.9""/><b>Cavatina</b>"	"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	MS3	MS3/n13op130_05.mscx	False	36-84 (C2-C6)		xml	58-80 (Bb3-Ab5)	Violin	55-84 (G3-C6)	Violin	48-68 (C3-Ab4)	Viola	36-67 (C2-G4)	Cello
n13op130_06	1: 2/4	1: -2, 55: -1, 114: -4, 173: -1, 188: -3, 194: -2, 358: -3, 366: -2	498	493	996.0	622	622	1244.0	[[[32, 33], [34, 35]], [[98, 99, 100], [101, 102, 103]]]	3509.75	6904	2641	0	0	626	Bb	1.0.0	Markus Neuwirth		1825	1826	Ludwig van Beethoven								"<font size=""8.5""/>Copyright 2003 by Robert L. Jenks"	2015-11-25	3.02	Microsoft Windows			"<font size=""18""/>Quartett No. 13
für 2 Violinen, Bratsche und Violoncell
Op. 130  6th Movement
<font size=""14""/>Dem Fürsten Nicolaus von Galitzin gewidmet."		"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	MS3	MS3/n13op130_06.mscx	False	36-94 (C2-Bb6)	The endRepeat at the end of MN 98a was replaced by a D.C. to allow for correct parsing of the repeat structure.	xml	55-94 (G3-Bb6)	Violin	55-84 (G3-C6)	Violin	48-75 (C3-Eb5)	Viola	36-84 (C2-C6)	Cello
n14op131_01	1: 2/2	1: 4, 46: -6, 55: 5, 61: 3, 84: 4	122	120	484.0	122	120	484.0		1679.0	1420	619	0	0	334	c#	1.0.0	Markus Neuwirth		1826	1826	Ludwig van Beethoven									2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n14op131_01.mscx	False	36-93 (C2-A6)		xml	61-93 (C#4-A6)	Violin	56-85 (G#3-C#6)	Violin	48-76 (B#2-E5)	Viola	36-69 (C2-A4)	Cello
n14op131_02	1: 6/8	1: 2	199	197	595.5	199	197	595.5		2005.0	2142	827	0	0	354	D	1.0.0	Markus Neuwirth		1826	1826	Ludwig van Beethoven									2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n14op131_02.mscx	False	37-90 (C#2-F#6)		xml	55-90 (G3-F#6)	Violin	55-86 (G3-D6)	Violin	48-76 (C3-E5)	Viola	37-71 (C#2-B4)	Cello
n14op131_03	1: 4/4	1: 3	11	10	44.0	11	10	44.0		106.5	176	115	0	0	30	b	1.0.0	Markus Neuwirth		1826	1826	Ludwig van Beethoven									2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n14op131_03.mscx	False	40-85 (E2-C#6)		xml	59-85 (B3-C#6)	Violin	56-76 (G#3-E5)	Violin	49-64 (C#3-E4)	Viola	40-62 (E2-D4)	Cello
n14op131_04	1: 2/4, 65: 4/4, 130: 6/8, 162: 2/4, 188: 9/4, 232: 2/4	1: 3, 232: 0, 244: 3, 255: -1, 265: 3	278	276	1026.0	286	285	1042.0	[[[186], [187]]]	3386.17	5653	2337	0	0	659	A	1.0.0	Markus Neuwirth		1826	1826	Ludwig van Beethoven									2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n14op131_04.mscx	False	37-93 (C#2-A6)		xml	56-93 (G#3-A6)	Violin	55-88 (G3-E6)	Violin	49-79 (C#3-G5)	Viola	37-88 (C#2-E6)	Cello
n14op131_05	1: 2/2	1: 4, 113: 3, 171: 4, 279: 3, 337: 4, 457: 3, 472: 4	500	499	2000.0	548	547	2192.0	[[[66, 67]], [[68]]]	5867.0	5105	1820	0	0	599	E	1.0.0	Markus Neuwirth		1826	1826	Ludwig van Beethoven									2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n14op131_05.mscx	False	37-93 (C#2-A6)		xml	56-93 (G#3-A6)	Violin	56-83 (G#3-B5)	Violin	49-78 (C#3-F#5)	Viola	37-83 (C#2-B5)	Cello
n14op131_06	1: 3/4	1: 5	28	27	84.0	28	27	84.0		306.0	285	108	0	0	68	g#	1.0.0	Markus Neuwirth		1826	1826	Ludwig van Beethoven									2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n14op131_06.mscx	False	42-90 (F#2-F#6)		xml	59-90 (B3-F#6)	Violin	56-76 (G#3-E5)	Violin	56-76 (G#3-E5)	Viola	42-70 (F#2-A#4)	Cello
n14op131_07	1: 2/2	1: 4, 99: 2, 140: 4, 211: 2, 248: 4	388	387	1552.0	388	387	1552.0		5400.0	5183	1876	0	0	522	c#	1.0.0	Markus Neuwirth		1826	1826	Ludwig van Beethoven									2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n14op131_07.mscx	False	36-97 (B#1-C#7)		xml	55-97 (G3-C#7)	Violin	55-87 (G3-D#6)	Violin	48-78 (B#2-F#5)	Viola	36-69 (B#1-A4)	Cello
n15op132_01	1: 2/2, 9: 4/4	1: 0, 39: -1, 92: 0, 111: 1, 138: 0	264	264	1056.0	264	264	1056.0		3807.67	5181	2309	0	0	622	a	1.0.0	Markus Neuwirth		1823	1825	Ludwig van Beethoven	String Quartet No15 Op 132								2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n15op132_01.mscx	False	36-95 (C2-B6)		xml	55-95 (G3-B6)	Violin I (2)	55-88 (G3-E6)	Violin II (2)	48-77 (C3-F5)	Viola (2) (2)	36-84 (C2-C6)	Violoncello (2) (2)
n15op132_02	1: 3/4, 225: 2/2, 229: 3/4	1: 3, 28: 0, 72: 3	245	238	736.0	459	458	1377.0	[[[22], [23]], [[100, 101, 102, 103, 104], [105, 106, 107, 108, 109]]]	2701.5	3143	1226	0	0	479	A	1.0.0	Markus Neuwirth		1823	1825	Ludwig van Beethoven									2020-04-04	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n15op132_02.mscx	False	36-97 (C2-C#7)			56-97 (G#3-C#7)	Violin	55-88 (G3-E6)	Violin	48-76 (C3-E5)	Viola	36-69 (C2-A4)	Violoncello
n15op132_03	1: 4/4, 32: 3/8, 85: 4/4, 116: 3/8, 169: 4/4	1: 0, 32: 2, 85: 0, 116: 2, 169: 0	212	211	581.0	212	211	581.0		2226.75	3680	1523	0	0	506	C	1.0.0	Markus Neuwirth		1823	1825	Ludwig van Beethoven	String Quartet No15 Op 132								2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n15op132_03.mscx	False	36-93 (C2-A6)		xml	55-93 (G3-A6)	Violin I (2)	55-88 (G3-E6)	Violin II (2)	48-77 (C3-F5)	Viola (2) (2)	36-69 (C2-A4)	Violoncello (2) (2)
n15op132_04	1: 4/4, 40: 2/2	1: 3, 25: 0	46	46	184.0	70	70	280.0		564.0	749	303	0	0	113	A	1.0.0	Markus Neuwirth		1823	1825	Ludwig van Beethoven	String Quartet No15 Op 132								2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n15op132_04.mscx	False	37-90 (C#2-F#6)		xml	56-90 (G#3-F#6)	Violin I (2)	55-86 (G3-D6)	Violin II (2)	48-71 (C3-B4)	Viola (2) (2)	37-69 (C#2-A4)	Violoncello (2) (2)
n15op132_05	1: 3/4	1: 0, 298: 3	404	404	1212.0	404	404	1212.0		4387.5	5017	1999	0	0	732	a	1.0.0	Markus Neuwirth	JH (1.0.0)	1823	1825	Ludwig van Beethoven	String Quartet No15 Op 132								2015-11-25	3.02	Microsoft Windows					Ludwig van Beethoven	3.6.2	2.5.4	MS3	MS3/n15op132_05.mscx	False	36-95 (C2-B6)		xml	56-95 (G#3-B6)	Violin I (2)	55-86 (G3-D6)	Violin II (2)	48-76 (C3-E5)	Viola (2) (2)	36-91 (C2-G6)	Violoncello (2) (2)
n16op135_01	1: 2/4	1: -1, 93: 1, 101: -1	193	193	386.0	193	193	386.0		1206.5	3447	1413	0	0	398	F	1.0.0	Markus Neuwirth		1826	1826	Ludwig van Beethoven								"<font size=""12""/><b><i>p</i></b><font size=""12""/><b><i>cresc.</i></b>"	2015-11-25	3.02	Microsoft Windows			"<font size=""18""/>QUARTETT
fur 2 Violinen, Bratsche und Violoncell
Op.135  1st Movement"	"<font size=""12""/>Quartett No. 16.; <font size=""12""/>Allegretto."	"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	MS3	MS3/n16op135_01.mscx	False	36-96 (C2-C7)		xml	55-96 (G3-C7)	Violin	55-87 (G3-Eb6)	Violin	48-76 (C3-E5)	Viola	36-70 (C2-Bb4)	Cello
n16op135_02	1: 3/4	1: -1, 99: 1, 125: 3, 194: -1	275	272	823.0	375	372	1123.0	[[[67]], [[68]], [[268]], [[269]]]	3292.0	3253	914	0	0	376	F	1.0.0	Markus Neuwirth		1826	1826	Ludwig van Beethoven								"<font size=""10""/><i>dim.</i>"	2015-11-25	3.02	Microsoft Windows			"<font size=""18""/>QUARTETT
fur 2 Violinen, Bratsche und Violoncell
Op.135  2nd Movement"		"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	MS3	MS3/n16op135_02.mscx	False	36-96 (C2-C7)		xml	55-96 (G3-C7)	Violin	55-86 (G3-D6)	Violin	48-76 (C3-E5)	Viola	36-67 (C2-G4)	Cello
n16op135_03	1: 6/8	1: -5, 23: 4, 32: -5	54	54	162.0	54	54	162.0		618.0	1007	417	0	0	178	Db	1.0.0	Markus Neuwirth		1826	1826	Ludwig van Beethoven									2015-11-25	3.02	Microsoft Windows			"<font size=""18""/>QUARTETT
fur 2 Violinen, Bratsche und Violoncell
Op.135  3rd Movement"		"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	MS3	MS3/n16op135_03.mscx	False	36-94 (C2-Bb6)		xml	56-94 (Ab3-Bb6)	Violin	56-78 (Ab3-Gb5)	Violin	48-75 (C3-Eb5)	Viola	36-68 (C2-Ab4)	Cello
n16op135_04	1: 3/2, 13: 4/4, 166: 3/2, 179: 4/4	1: -4, 13: -1, 45: 3, 86: 0, 116: 2, 138: -1, 148: -4, 179: -1, 205: 2, 213: -1	283	282	1178.0	515	513	2129.0	[[[80, 81, 82, 83]], [[84]], [[248]], [[249]]]	3527.0	2764	1023	0	0	562	f	1.0.0	Markus Neuwirth		1826	1826	Ludwig van Beethoven								"<font size=""12""/><b><i>f</i></b><font size=""12""/><b><i>f</i></b><font size=""12""/><b><i>ff</i></b><font size=""12""/><b><i>p</i></b><font size=""10""/><i>cresc.</i><font size=""12""/><b><i>p</i></b><font size=""10""/><i>dim.</i>"	2015-11-25	3.02	Microsoft Windows			"<font size=""18""/>QUARTETT
fur 2 Violinen, Bratsche und Violoncell
Op.135  4th Movement"	"<font size=""12""/>Grave ma non troppo tratto."	"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	MS3	MS3/n16op135_04.mscx	False	36-97 (C2-C#7)		xml	57-97 (A3-C#7)	Violin	55-85 (G3-C#6)	Violin	48-76 (C3-E5)	Viola	36-81 (C2-A5)	Cello
