mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
3	3	6	6	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	33									11		
3	3	7	7	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	34									11		
3	3	8	8	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	35											
4	4	9	9	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	36									12		
4	4	10	10	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	37									12		
4	4	11	11	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	38											
4	4	9	9	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	39									13		
4	4	10	10	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	40									13		
4	4	11	11	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	41											
4	4	9	9	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	42									14		
4	4	10	10	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	43									14		
4	4	11	11	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	44											
4	4	9	9	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	45									15		
4	4	10	10	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	46									15		
4	4	11	11	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	47											
5	5	12	12	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	48									16		
5	5	14	14	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	49									16		
5	5	29/2	29/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	50											
5	5	12	12	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	51									17		
5	5	13	13	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	52									17		
5	5	14	14	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	53											
6	6	15	15	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	54									18		
6	6	31/2	31/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	55											
6	6	16	16	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	56		articStaccatoBelow									
6	6	15	15	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	57									19		
6	6	16	16	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	58									19		
6	6	17	17	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	59											
7	7	18	18	0.0		0	0	Dynamic	3/4	3	1	0				p										
7	7	18	18	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	60									20		
7	7	20	20	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	61									20		
7	7	41/2	41/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	62											
7	7	18	18	0.0		0	0	Dynamic	3/4	4	1	0				p										
7	7	18	18	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	63									21		
7	7	19	19	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	64									21		
7	7	20	20	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	65											
8	8	21	21	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	66									22		
8	8	43/2	43/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	67											
8	8	22	22	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	68		articStaccatoBelow									
8	8	21	21	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	69									23		
8	8	22	22	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	70									23		
8	8	23	23	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	71											
9	9	24	24	0.0		0	0	Dynamic	3/4	1	1	0				p										
9	9	24	24	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	72									24		
9	9	26	26	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	73									24		
9	9	53/2	53/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	74											
9	9	24	24	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	75									25		
9	9	25	25	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	76									25		
9	9	26	26	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	77											
9	9	24	24	0.0		0	0	Dynamic	3/4	3	1	0				p										
10	10	27	27	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	78									26		
10	10	55/2	55/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	79											
10	10	28	28	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	80		articStaccatoBelow									
10	10	27	27	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	81									27		
10	10	28	28	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	82									27		
10	10	29	29	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	83											
11	11	30	30	0.0		0	0	Dynamic	3/4	1	1	0				pp										
11	11	30	30	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	84									28		
11	11	61/2	61/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	85											
11	11	31	31	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	86		articStaccatoAbove									
11	11	30	30	0.0		0	0	Dynamic	3/4	2	1	0				pp										
11	11	30	30	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	87									29		
11	11	31	31	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	88									29		
11	11	32	32	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	89											
11	11	30	30	0.0		0	0	Dynamic	3/4	3	1	0				pp										
11	11	30	30	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	90									30		
11	11	31	31	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	91									30		
11	11	32	32	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	92											
12	12	33	33	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	93									31		
12	12	67/2	67/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	94											
12	12	34	34	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	95		articStaccatoBelow									
12	12	33	33	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	96											
12	12	33	33	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	97									32		
12	12	34	34	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	98									32		
12	12	35	35	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	99											
12	12	33	33	0.0		0	0	Dynamic	3/4	4	1	0				pp										
12	12	33	33	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	100									33		
12	12	34	34	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	101									33		
12	12	35	35	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	102											
13	13	36	36	0.0		0	0	Dynamic	3/4	2	1	0				pp										
13	13	36	36	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	103									34		
13	13	38	38	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	104									34		
13	13	77/2	77/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	105											
13	13	36	36	0.0		0	0	Dynamic	3/4	3	1	0				pp										
13	13	36	36	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	106									35		
13	13	38	38	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	107									35		
13	13	77/2	77/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	108											
13	13	36	36	0.0		0	0	Dynamic	3/4	4	1	0				pp										
13	13	36	36	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	109									36		
13	13	37	37	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	110									36		
13	13	38	38	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	111											
14	14	39	39	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	112									37		
14	14	79/2	79/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	113											
14	14	40	40	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	114		articStaccatoBelow									
14	14	39	39	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	115											
14	14	39	39	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	116									38		
14	14	40	40	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	117									38		
14	14	41	41	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	118											
15	15	42	42	0.0		0	0	Spanner	3/4	1	1	0													0	
15	15	42	42	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	119									39	0	
15	15	44	44	0.0		1/2	1/2	Spanner	3/4	1	1	0												39		
15	15	44	44	0.0		1/2	1/2	Spanner	3/4	1	1	0												39		0
15	15	44	44	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	120									39		0
15	15	89/2	89/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	121											0
15	15	42	42	0.0		0	0	Spanner	3/4	2	1	0													1	
15	15	42	42	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	122									40	1	
15	15	44	44	0.0		1/2	1/2	Spanner	3/4	2	1	0												40		
15	15	44	44	0.0		1/2	1/2	Spanner	3/4	2	1	0												40		1
15	15	44	44	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	123									40		1
15	15	89/2	89/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	124											1
15	15	42	42	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	125									41		
15	15	43	43	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	126									41		
15	15	44	44	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	127											
16	16	45	45	0.0		0	0	Spanner	3/4	1	1	0														
16	16	45	45	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	128									42		
16	16	91/2	91/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	129											
16	16	46	46	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	130		articStaccatoAbove									
16	16	45	45	0.0		0	0	Spanner	3/4	2	1	0														
16	16	45	45	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	131									43		
16	16	91/2	91/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	132											
16	16	46	46	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	133									44		
16	16	47	47	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	134											
16	16	45	45	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	135									45		
16	16	46	46	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	136									45		
16	16	47	47	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	137											
17	17	48	48	0.0		0	0	Spanner	3/4	1	1	0													2	
17	17	48	48	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	138									46	2	
17	17	50	50	0.0		1/2	1/2	Spanner	3/4	1	1	0												46		
17	17	50	50	0.0		1/2	1/2	Spanner	3/4	1	1	0												46		2
17	17	50	50	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	139									46		2
17	17	101/2	101/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	140											2
17	17	48	48	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	141									47		
17	17	49	49	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	142									47		
17	17	50	50	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	143											
17	17	48	48	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	144									48		
17	17	49	49	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	145									48		
17	17	50	50	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	146											
18	18	51	51	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"								
18	18	51	51	0.0		0	0	Spanner	3/4	1	1	0														
18	18	51	51	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	147									49		
18	18	103/2	103/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	148											
18	18	52	52	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	149		articStaccatoAbove									
18	18	53	53	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	150									50		
18	18	107/2	107/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	151											
18	18	51	51	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"								
18	18	51	51	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	152									51		
18	18	52	52	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	153									51		
18	18	53	53	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	154											
18	18	51	51	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"								
18	18	51	51	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	155									52		
18	18	52	52	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	156									52		
18	18	53	53	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	157											
19	19	54	54	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	158									53		
19	19	109/2	109/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	159											
19	19	55	55	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	160		articStaccatoAbove									
19	19	56	56	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	161									54		
19	19	113/2	113/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	162											
19	19	54	54	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	163									55		
19	19	55	55	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	164									55		
19	19	56	56	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	165											
19	19	54	54	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	166									56		
19	19	55	55	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	167									56		
19	19	56	56	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	168											
20	20	57	57	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	169									57		
20	20	115/2	115/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	170											
20	20	58	58	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	171		articStaccatoAbove									
20	20	59	59	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	172									58		
20	20	119/2	119/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	173											
20	20	57	57	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	174									59		
20	20	58	58	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	175									59		
20	20	59	59	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	176											
20	20	57	57	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	177									60		
20	20	58	58	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	178									60		
20	20	59	59	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	179											
20	20	59	59	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	180		articStaccatoAbove									
21	21	60	60	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	181									61		
21	21	121/2	121/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	182											
21	21	61	61	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	183		articStaccatoAbove									
21	21	62	62	0.0		1/2	1/2	Dynamic	3/4	1	1	0				f										
21	21	62	62	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	184									62		
21	21	125/2	125/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	185											
21	21	60	60	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	186									63		
21	21	121/2	121/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	187											
21	21	61	61	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	188		articStaccatoBelow									
21	21	62	62	0.0		1/2	1/2	Dynamic	3/4	2	1	0				f										
21	21	62	62	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	189		articStaccatoBelow									
21	21	60	60	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	190									64		
21	21	121/2	121/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	191											
21	21	61	61	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	192		articStaccatoBelow									
21	21	62	62	0.0		1/2	1/2	Dynamic	3/4	3	1	0				f										
21	21	62	62	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	193		articStaccatoBelow									
21	21	60	60	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	194		articStaccatoBelow									
21	21	61	61	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	195		articStaccatoAbove									
21	21	62	62	0.0		1/2	1/2	Dynamic	3/4	4	1	0				f										
21	21	62	62	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	196		articStaccatoBelow									
22	22		63	0.5	1	0	0	Chord	3/4	1	1	1/8	1/8	1	197									65		
22	22		127/2	0.5	1	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	198											
22	22		64	1.0	1	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	199		articStaccatoAbove									
22	22		63	0.5	1	0	0	Chord	3/4	2	1	1/8	1/8	1	200									66		
22	22		127/2	0.5	1	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	201											
22	22		64	1.0	1	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	202		articStaccatoBelow									
22	22		63	0.5	1	0	0	Chord	3/4	3	1	1/8	1/8	1	203									67		
22	22		127/2	0.5	1	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	204											
22	22		64	1.0	1	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	205		articStaccatoBelow									
22	22		63	1.0	1	0	0	Chord	3/4	4	1	1/4	1/4	1	206		articStaccatoBelow									
22	22		64	1.0	1	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	207		articStaccatoAbove									
23	22	63	66	0.5	2	0	0	Chord	3/4	1	1	1/8	1/8	1	208									68		
23	22	127/2	133/2	0.5	2	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	209											
23	22	64	67	1.0	2	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	210		articStaccatoAbove									
23	22	65	68	0.0	2	1/2	1/2	Dynamic	3/4	1	1	0				p										
23	22	65	68	1.0	2	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	211									69		
23	22	63	66	0.5	2	0	0	Chord	3/4	2	1	1/8	1/8	1	212									70		
23	22	127/2	133/2	0.5	2	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	213											
23	22	64	67	1.0	2	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	214		articStaccatoBelow									
23	22	65	68	0.0	2	1/2	1/2	Dynamic	3/4	2	1	0				p										
23	22	65	68	1.0	2	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	215											
23	22	63	66	0.5	2	0	0	Chord	3/4	3	1	1/8	1/8	1	216									71		
23	22	127/2	133/2	0.5	2	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	217											
23	22	64	67	1.0	2	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	218		articStaccatoBelow									
23	22	65	68	0.0	2	1/2	1/2	Dynamic	3/4	3	1	0				p										
23	22	65	68	1.0	2	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	219									72		
23	22	63	66	1.0	2	0	0	Chord	3/4	4	1	1/4	1/4	1	220		articStaccatoBelow									
23	22	64	67	1.0	2	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	221		articStaccatoAbove									
23	22	65	68	0.0	2	1/2	1/2	Dynamic	3/4	4	1	0				p										
23	22	65	68	1.0	2	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	222									73		
24	23	66	69	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	223									69		
24	23	67	70	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	224									69		
24	23	68	71	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	225											
24	23	67	70	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	226									74		
24	23	68	71	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	227											
24	23	66	69	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	228									72		
24	23	67	70	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	229									72		
24	23	68	71	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	230											
24	23	66	69	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	231									73		
24	23	67	70	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	232									73		
24	23	68	71	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	233											
25	24	69	72	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	234									75		
25	24	70	73	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	235									75		
25	24	71	74	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	236											
25	24	69	72	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	237									76		
25	24	70	73	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	238									76		
25	24	71	74	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	239											
25	24	69	72	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	240									77		
25	24	70	73	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	241									77		
25	24	71	74	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	242											
25	24	69	72	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	243									78		
25	24	70	73	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	244									78		
25	24	71	74	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	245											
26	25	72	75	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	246									79		
26	25	73	76	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	247									79		
26	25	74	77	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	248											
26	25	72	75	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	249									80		
26	25	73	76	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	250									80		
26	25	74	77	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	251											
26	25	72	75	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	252									81		
26	25	73	76	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	253									81		
26	25	74	77	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	254											
27	26	75	78	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	255									82		
27	26	76	79	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	256									82		
27	26	77	80	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	257											
27	26	75	78	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	258									83		
