mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
107	107	426	426	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1564							165		
107	107	853/2	853/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1565									
107	107	427	427	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1566		articStaccatoAbove							
107	107	855/2	855/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1567		articStaccatoAbove							
108	108	428	428	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1568							166		
108	108	857/2	857/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1569									
108	108	429	429	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1570		articStaccatoBelow							
108	108	859/2	859/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1571		articStaccatoBelow							
108	108	430	430	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1572							167		
108	108	861/2	861/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1573									
108	108	431	431	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1574		articStaccatoBelow							
108	108	863/2	863/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1575		articStaccatoBelow							
108	108	428	428	0.0	0	0	Dynamic	4/4	3	1	0						f								
108	108	428	428	4.0	0	0	Chord	4/4	4	1	1			1	1	1576									
109	109	432	432	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1577							168		
109	109	865/2	865/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1578									
109	109	433	433	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1579		articStaccatoAbove							
109	109	867/2	867/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1580		articStaccatoAbove							
109	109	434	434	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1581							169		
109	109	869/2	869/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1582									
109	109	435	435	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1583		articStaccatoAbove							
109	109	871/2	871/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1584		articStaccatoAbove							
109	109	432	432	0.0	0	0	Dynamic	4/4	3	1	0						f								
109	109	432	432	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1585							170		
109	109	865/2	865/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1586									
109	109	433	433	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1587		articStaccatoBelow							
109	109	867/2	867/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1588		articStaccatoBelow							
109	109	434	434	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1589							171		
109	109	869/2	869/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1590									
109	109	435	435	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1591		articStaccatoAbove							
109	109	871/2	871/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1592		articStaccatoAbove							
109	109	432	432	4.0	0	0	Chord	4/4	4	1	1			1	1	1593									
110	110	436	436	0.0	0	0	Dynamic	4/4	1	1	0						f								
110	110	436	436	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1594							172		
110	110	873/2	873/2	0.0	1/8	1/8	Spanner	4/4	1	1	0														14
110	110	873/2	873/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1595									14
110	110	437	437	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1596		articStaccatoAbove							14
110	110	875/2	875/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1597		articStaccatoAbove							14
110	110	438	438	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1598							173		14
110	110	877/2	877/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1599									14
110	110	439	439	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1600		articStaccatoAbove							14
110	110	879/2	879/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1601		articStaccatoAbove							14
110	110	436	436	0.0	0	0	Dynamic	4/4	2	1	0						f								
110	110	436	436	0.0	0	0	Spanner	4/4	2	1	0														15
110	110	436	436	4.0	0	0	Chord	4/4	2	1	1			1	1	1602									15
110	110	436	436	0.0	0	0	Dynamic	4/4	3	1	0						f								
110	110	436	436	0.0	0	0	Spanner	4/4	3	1	0														16
110	110	436	436	4.0	0	0	Chord	4/4	3	1	1			1	1	1603									16
110	110	436	436	0.0	0	0	Dynamic	4/4	4	1	0						f								
110	110	436	436	0.0	0	0	Spanner	4/4	4	1	0														17
110	110	436	436	4.0	0	0	Chord	4/4	4	1	1			1	1	1604									17
111	111	440	440	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1605							174		14
111	111	441	441	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1606							174		14
111	111	442	442	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1607							174		14
111	111	443	443	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1608									14
111	111	440	440	4.0	0	0	Chord	4/4	2	1	1			1	1	1609									15
111	111	440	440	4.0	0	0	Chord	4/4	3	1	1			1	1	1610									16
111	111	440	440	4.0	0	0	Chord	4/4	4	1	1			1	1	1611									17
112	112	444	444	0.0	0	0	Spanner	4/4	1	1	0														
112	112	444	444	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	1612							175		
112	112	447	447	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1613							176		
112	112	895/2	895/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1614							176		
112	112	444	444	0.0	0	0	Spanner	4/4	2	1	0														
112	112	444	444	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1615									
112	112	889/2	889/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1616									
112	112	445	445	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1617									
112	112	891/2	891/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1618									
112	112	446	446	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1619									
112	112	893/2	893/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1620									
112	112	447	447	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1621									
112	112	895/2	895/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1622									
112	112	444	444	0.0	0	0	Spanner	4/4	3	1	0														
112	112	444	444	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1623									
112	112	444	444	0.0	0	0	Spanner	4/4	4	1	0														
112	112	444	444	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1624									
113	113	448	448	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1625							176		
113	113	897/2	897/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1626									
113	113	449	449	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1627		articStaccatoAbove							
113	113	899/2	899/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1628		articStaccatoAbove							
113	113	450	450	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1629							177		
113	113	451	451	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1630							177		
113	113	448	448	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1631									
113	113	897/2	897/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1632									
113	113	449	449	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1633									
113	113	899/2	899/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1634									
113	113	450	450	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1635									
113	113	901/2	901/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1636									
113	113	451	451	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1637									
113	113	903/2	903/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1638									
114	114	452	452	0.0	0	0	Dynamic	4/4	1	1	0						f								
114	114	452	452	4.0	0	0	Chord	4/4	1	1	1			1	1	1639									
114	114	452	452	0.0	0	0	Dynamic	4/4	2	1	0						f								
114	114	452	452	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1640									
114	114	905/2	905/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1641									
114	114	453	453	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1642									
114	114	907/2	907/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1643									
114	114	454	454	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1644									
114	114	909/2	909/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1645									
114	114	455	455	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1646									
114	114	911/2	911/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1647									
114	114	452	452	0.0	0	0	Dynamic	4/4	4	1	0						f								
114	114	452	452	0.3333333333333333	0	0	Chord	4/4	4	1	1/12			1/8	2/3	1648									
114	114	1357/3	1357/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12			1/8	2/3	1649									
114	114	1358/3	1358/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12			1/8	2/3	1650									
114	114	453	453	0.3333333333333333	1/4	1/4	Chord	4/4	4	1	1/12			1/8	2/3	1651									
114	114	1360/3	1360/3	0.3333333333333333	1/3	1/3	Chord	4/4	4	1	1/12			1/8	2/3	1652									
114	114	1361/3	1361/3	0.3333333333333333	5/12	5/12	Chord	4/4	4	1	1/12			1/8	2/3	1653									
114	114	454	454	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12			1/8	2/3	1654									
114	114	1363/3	1363/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12			1/8	2/3	1655									
114	114	1364/3	1364/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12			1/8	2/3	1656									
114	114	455	455	0.3333333333333333	3/4	3/4	Chord	4/4	4	1	1/12			1/8	2/3	1657									
114	114	1366/3	1366/3	0.3333333333333333	5/6	5/6	Chord	4/4	4	1	1/12			1/8	2/3	1658									
114	114	1367/3	1367/3	0.3333333333333333	11/12	11/12	Chord	4/4	4	1	1/12			1/8	2/3	1659									
115	115	456	456	0.0	0	0	Dynamic	4/4	1	1	0						p								
115	115	456	456	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	1660									
115	115	1369/3	1369/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12			1/8	2/3	1661									
115	115	1370/3	1370/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	1662									
115	115	457	457	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	1663									
115	115	1372/3	1372/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	1664									
115	115	1373/3	1373/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	1665									
115	115	458	458	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	1666									
115	115	1375/3	1375/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12			1/8	2/3	1667									
115	115	1376/3	1376/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	1668									
115	115	459	459	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	1669									
115	115	1378/3	1378/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	1670									
115	115	1379/3	1379/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	1671									
115	115	456	456	0.0	0	0	Dynamic	4/4	2	1	0						p								
115	115	456	456	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1672									
115	115	913/2	913/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1673									
115	115	457	457	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1674									
115	115	915/2	915/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1675									
115	115	458	458	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1676									
115	115	917/2	917/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1677									
115	115	459	459	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1678									
115	115	919/2	919/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1679									
115	115	456	456	0.0	0	0	Dynamic	4/4	3	1	0						p								
115	115	456	456	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1680							178		
115	115	457	457	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1681							178		
115	115	458	458	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1682							178		
115	115	459	459	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1683									
115	115	456	456	0.0	0	0	Dynamic	4/4	4	1	0						p								
115	115	456	456	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1684									
116	116	460	460	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1685									
116	116	921/2	921/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1686									
116	116	461	461	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1687									
116	116	923/2	923/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1688									
116	116	462	462	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1689									
116	116	925/2	925/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1690									
116	116	463	463	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1691									
116	116	927/2	927/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1692									
116	116	460	460	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1693									
116	116	921/2	921/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1694									
116	116	461	461	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1695									
116	116	923/2	923/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1696									
116	116	462	462	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1697									
116	116	925/2	925/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1698									
116	116	463	463	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1699									
116	116	927/2	927/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1700									
116	116	460	460	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	1701							179		
116	116	463	463	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1702							179		
116	116	927/2	927/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1703									
117	117	464	464	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1704									
117	117	929/2	929/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1705									
117	117	465	465	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1706									
117	117	931/2	931/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1707									
117	117	466	466	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1708									
117	117	933/2	933/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1709									
117	117	467	467	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1710									
117	117	935/2	935/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1711									
117	117	464	464	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1712									
117	117	929/2	929/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1713									
117	117	465	465	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1714									
117	117	931/2	931/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1715									
117	117	466	466	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1716									
117	117	933/2	933/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1717									
117	117	467	467	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1718									
117	117	935/2	935/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1719									
117	117	464	464	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1720							180		
117	117	929/2	929/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1721									
117	117	465	465	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1722		articStaccatoAbove							
117	117	931/2	931/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1723		articStaccatoAbove							
117	117	466	466	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1724							181		
117	117	467	467	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1725							181		
118	118	468	468	0.0	0	0	Dynamic	4/4	1	1	0						f								
118	118	468	468	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1726									
118	118	937/2	937/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1727									
118	118	469	469	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1728									
118	118	939/2	939/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1729									
118	118	470	470	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1730									
118	118	941/2	941/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1731									
118	118	471	471	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1732									
118	118	943/2	943/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1733									
118	118	468	468	0.0	0	0	Dynamic	4/4	2	1	0						f								
118	118	468	468	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1734									
118	118	937/2	937/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1735									
118	118	469	469	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1736									
118	118	939/2	939/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1737									
118	118	470	470	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1738									
118	118	941/2	941/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1739									
118	118	471	471	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1740									
118	118	943/2	943/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1741									
118	118	468	468	0.0	0	0	Dynamic	4/4	3	1	0						f								
118	118	468	468	4.0	0	0	Chord	4/4	3	1	1			1	1	1742									
118	118	468	468	0.0	0	0	Dynamic	4/4	4	1	0						f								
118	118	468	468	0.3333333333333333	0	0	Chord	4/4	4	1	1/12			1/8	2/3	1743									
118	118	1405/3	1405/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12			1/8	2/3	1744									
118	118	1406/3	1406/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12			1/8	2/3	1745									
118	118	469	469	0.3333333333333333	1/4	1/4	Chord	4/4	4	1	1/12			1/8	2/3	1746									
118	118	1408/3	1408/3	0.3333333333333333	1/3	1/3	Chord	4/4	4	1	1/12			1/8	2/3	1747									
118	118	1409/3	1409/3	0.3333333333333333	5/12	5/12	Chord	4/4	4	1	1/12			1/8	2/3	1748									
118	118	470	470	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12			1/8	2/3	1749									
118	118	1411/3	1411/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12			1/8	2/3	1750									
118	118	1412/3	1412/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12			1/8	2/3	1751									
118	118	471	471	0.3333333333333333	3/4	3/4	Chord	4/4	4	1	1/12			1/8	2/3	1752									
118	118	1414/3	1414/3	0.3333333333333333	5/6	5/6	Chord	4/4	4	1	1/12			1/8	2/3	1753									
118	118	1415/3	1415/3	0.3333333333333333	11/12	11/12	Chord	4/4	4	1	1/12			1/8	2/3	1754									
119	119	472	472	0.0	0	0	Dynamic	4/4	1	1	0						p								
119	119	472	472	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1755									
119	119	945/2	945/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1756									
119	119	473	473	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1757									
119	119	947/2	947/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1758									
119	119	474	474	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1759									
119	119	949/2	949/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1760									
119	119	475	475	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1761									
119	119	951/2	951/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1762									
119	119	472	472	0.0	0	0	Dynamic	4/4	2	1	0						p								
119	119	472	472	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1763									
119	119	473	473	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1764									
119	119	474	474	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1765									
119	119	475	475	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1766									
119	119	472	472	0.0	0	0	Dynamic	4/4	3	1	0						p								
119	119	472	472	0.3333333333333333	0	0	Chord	4/4	3	1	1/12			1/8	2/3	1767									
119	119	1417/3	1417/3	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12			1/8	2/3	1768									
119	119	1418/3	1418/3	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12			1/8	2/3	1769									
119	119	473	473	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12			1/8	2/3	1770									
119	119	1420/3	1420/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12			1/8	2/3	1771									
119	119	1421/3	1421/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12			1/8	2/3	1772									
119	119	474	474	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12			1/8	2/3	1773									
119	119	1423/3	1423/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12			1/8	2/3	1774									
119	119	1424/3	1424/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12			1/8	2/3	1775									
119	119	475	475	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12			1/8	2/3	1776									
119	119	1426/3	1426/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12			1/8	2/3	1777									
119	119	1427/3	1427/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12			1/8	2/3	1778									
119	119	472	472	0.0	0	0	Dynamic	4/4	4	1	0						p								
119	119	472	472	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1779									
120	120	476	476	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1780									
120	120	953/2	953/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1781									
120	120	477	477	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1782									
120	120	955/2	955/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1783									
120	120	478	478	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1784									
120	120	957/2	957/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1785									
120	120	479	479	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1786									
120	120	959/2	959/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1787									
120	120	476	476	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	1788							182		
120	120	479	479	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1789							182		
120	120	959/2	959/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1790									
120	120	476	476	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1791									
120	120	953/2	953/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1792									
120	120	477	477	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1793									
120	120	955/2	955/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1794									
120	120	478	478	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1795									
120	120	957/2	957/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1796									
120	120	479	479	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1797									
120	120	959/2	959/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1798									
120	120	476	476	0.0	0	0	Dynamic	4/4	4	1	0						p								
120	120	476	476	0.3333333333333333	0	0	Chord	4/4	4	1	1/12			1/8	2/3	1799									
120	120	1429/3	1429/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12			1/8	2/3	1800									
120	120	1430/3	1430/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12			1/8	2/3	1801									
120	120	477	477	0.3333333333333333	1/4	1/4	Chord	4/4	4	1	1/12			1/8	2/3	1802									
120	120	1432/3	1432/3	0.3333333333333333	1/3	1/3	Chord	4/4	4	1	1/12			1/8	2/3	1803									
120	120	1433/3	1433/3	0.3333333333333333	5/12	5/12	Chord	4/4	4	1	1/12			1/8	2/3	1804									
120	120	478	478	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12			1/8	2/3	1805									
120	120	1435/3	1435/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12			1/8	2/3	1806									
120	120	1436/3	1436/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12			1/8	2/3	1807									
120	120	479	479	0.3333333333333333	3/4	3/4	Chord	4/4	4	1	1/12			1/8	2/3	1808									
120	120	1438/3	1438/3	0.3333333333333333	5/6	5/6	Chord	4/4	4	1	1/12			1/8	2/3	1809									
120	120	1439/3	1439/3	0.3333333333333333	11/12	11/12	Chord	4/4	4	1	1/12			1/8	2/3	1810									
121	121	480	480	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1811									
121	121	961/2	961/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1812									
121	121	481	481	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1813									
121	121	963/2	963/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1814									
121	121	482	482	0.0	1/2	1/2	StaffText	4/4	1	1	0								<i>cresc.</i>						
121	121	482	482	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1815							183		
121	121	483	483	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1816							183		
121	121	480	480	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1817							184		
