mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	39		articStaccatoBelow				
3	3	6	6	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	40				6		
3	3	7	7	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	41				6		
3	3	15/2	15/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	42				6		
3	3	31/4	31/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	43						
3	3	8	8	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	44		articStaccatoBelow				
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	45		articStaccatoBelow				
3	3	6	6	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	46				7		
3	3	7	7	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	47				7		
3	3	15/2	15/2	0.25	3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	48				7		
3	3	31/4	31/4	0.25	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	49						
3	3	8	8	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	50		articStaccatoAbove				
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	51		articStaccatoAbove				
4	4	9	9	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	52						
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	53						
4	4	9	9	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	54						
4	4	9	9	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	55						
5	5	12	12	0.0	0	0	Spanner	3/4	1	1	0									0	
5	5	12	12	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	56				8	0	
5	5	13	13	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	57				8	0	
5	5	27/2	27/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	58				8	0	
5	5	55/4	55/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	59					0	
5	5	14	14	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	60		articStaccatoAbove			0	
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	61		articStaccatoAbove			0	
5	5	12	12	0.0	0	0	Spanner	3/4	2	1	0									1	
5	5	12	12	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	62				9	1	
5	5	12	12	0.0	0	0	Spanner	3/4	3	1	0									2	
5	5	12	12	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	63				10	2	
5	5	12	12	0.0	0	0	Spanner	3/4	4	1	0									3	
5	5	12	12	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	64				11	3	
6	6	15	15	0.0	0	0	Spanner	3/4	1	1	0										
6	6	15	15	0.0	0	0	Spanner	3/4	1	1	0										0
6	6	15	15	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	65						0
6	6	17	17	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	66						0
6	6	15	15	0.0	0	0	Spanner	3/4	2	1	0								9		
6	6	15	15	0.0	0	0	Spanner	3/4	2	1	0								9		1
6	6	15	15	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	67				9		1
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	68						1
6	6	15	15	0.0	0	0	Spanner	3/4	3	1	0										
6	6	15	15	0.0	0	0	Spanner	3/4	3	1	0										2
6	6	15	15	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	69						2
6	6	15	15	0.0	0	0	Spanner	3/4	4	1	0										
6	6	15	15	0.0	0	0	Spanner	3/4	4	1	0										3
6	6	15	15	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	70						3
7	7	18	18	0.0	0	0	Spanner	3/4	1	1	0										
7	7	18	18	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	71				12		
7	7	20	20	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	72				12		
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	73						
7	7	18	18	0.0	0	0	Spanner	3/4	2	1	0										
7	7	18	18	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	74				13		
7	7	20	20	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	75				13		
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	76						
7	7	18	18	0.0	0	0	Spanner	3/4	3	1	0										
7	7	18	18	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	77				14		
7	7	19	19	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	78				14		
7	7	20	20	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	79						
7	7	18	18	0.0	0	0	Spanner	3/4	4	1	0										
7	7	18	18	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	80				15		
7	7	19	19	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	81				15		
7	7	20	20	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	82						
8	8	21	21	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	83				16		
8	8	23	23	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	84						
8	8	21	21	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	85				17		
8	8	23	23	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	86						
8	8	21	21	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	87				18		
8	8	43/2	43/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	88				18		
8	8	22	22	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	89				18		
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	90				18		
8	8	23	23	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	91						
8	8	21	21	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	92						
9	9	24	24	0.0	0	0	Dynamic	3/4	1	1	0					f					
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	93				19		
9	9	25	25	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	94				19		
9	9	51/2	51/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	95				19		
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	96						
9	9	26	26	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	97		articStaccatoBelow				
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	98		articStaccatoBelow				
9	9	24	24	0.0	0	0	Dynamic	3/4	2	1	0					f					
9	9	24	24	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	99				20		
9	9	25	25	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	100				20		
9	9	51/2	51/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	101				20		
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	102						
9	9	26	26	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	103		articStaccatoBelow				
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	104		articStaccatoBelow				
9	9	24	24	0.0	0	0	Dynamic	3/4	3	1	0					f					
9	9	24	24	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	105				21		
9	9	25	25	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	106				21		
9	9	51/2	51/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	107				21		
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	108						
9	9	26	26	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	109		articStaccatoBelow				
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	110		articStaccatoBelow				
9	9	24	24	0.0	0	0	Dynamic	3/4	4	1	0					f					
9	9	24	24	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	111				22		
9	9	25	25	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	112				22		
9	9	51/2	51/2	0.25	3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	113				22		
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	114						
9	9	26	26	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	115		articStaccatoAbove				
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	116		articStaccatoAbove				
10	10	27	27	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	117						
10	10	27	27	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	118						
10	10	27	27	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	119						
10	10	27	27	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	120						
11	11	30	30	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	121				23		
11	11	31	31	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	122				23		
11	11	63/2	63/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	123				23		
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	124						
11	11	32	32	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	125		articStaccatoBelow				
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	126		articStaccatoBelow				
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	127				24		
11	11	31	31	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	128				24		
11	11	63/2	63/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	129				24		
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	130						
11	11	32	32	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	131		articStaccatoBelow				
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	132		articStaccatoBelow				
11	11	30	30	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	133				25		
11	11	31	31	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	134				25		
11	11	63/2	63/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	135				25		
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	136						
11	11	32	32	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	137		articStaccatoBelow				
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	138		articStaccatoBelow				
11	11	30	30	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	139				26		
11	11	31	31	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	140				26		
11	11	63/2	63/2	0.25	3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	141				26		
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	142						
11	11	32	32	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	143		articStaccatoAbove				
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	144		articStaccatoAbove				
12	12	33	33	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	145						
12	12	33	33	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	146						
12	12	33	33	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	147						
12	12	33	33	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	148						
13	13	36	36	0.0	0	0	Dynamic	3/4	1	1	0					p					
13	13	36	36	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	149				27		
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	150				27		
13	13	75/2	75/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	151				27		
13	13	151/4	151/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	152						
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	153		articStaccatoAbove				
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	154		articStaccatoAbove				
14	14	39	39	0.0	0	0	Spanner	3/4	1	1	0									4	
14	14	39	39	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	155				28	4	
14	14	41	41	0.0	1/2	1/2	Spanner	3/4	1	1	0									4	4
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	156		articStaccatoAbove			4	4
14	14	39	39	0.0	0	0	Dynamic	3/4	2	1	0					p					
14	14	39	39	0.0	0	0	Spanner	3/4	2	1	0										5
14	14	39	39	0.0	0	0	Spanner	3/4	2	1	0									5	5
14	14	39	39	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	157					5	5
14	14	39	39	0.0	0	0	Dynamic	3/4	3	1	0					p					
14	14	39	39	0.0	0	0	Spanner	3/4	3	1	0									6	
14	14	39	39	0.0	0	0	Spanner	3/4	3	1	0									6	6
14	14	39	39	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	158					6	6
14	14	39	39	0.0	0	0	Dynamic	3/4	4	1	0					other-dynamics					
14	14	39	39	0.0	0	0	Spanner	3/4	4	1	0										7
14	14	39	39	0.0	0	0	Spanner	3/4	4	1	0									7	7
14	14	39	39	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	159					7	7
15	15	42	42	0.0	0	0	Spanner	3/4	1	1	0										
15	15	42	42	0.0	0	0	Spanner	3/4	1	1	0										
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	160				29		
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	161				29		
15	15	87/2	87/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	162				29		
15	15	175/4	175/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	163						
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	164		articStaccatoAbove				
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	165		articStaccatoAbove				
15	15	42	42	0.0	0	0	Spanner	3/4	2	1	0										
15	15	42	42	0.0	0	0	Spanner	3/4	2	1	0										
15	15	42	42	0.0	0	0	Spanner	3/4	3	1	0										
15	15	42	42	0.0	0	0	Spanner	3/4	3	1	0										
15	15	42	42	0.0	0	0	Spanner	3/4	4	1	0										
15	15	42	42	0.0	0	0	Spanner	3/4	4	1	0										
16	16	45	45	0.0	0	0	Spanner	3/4	1	1	0									8	
16	16	45	45	0.0	0	0	Spanner	3/4	1	1	0									8	8
16	16	45	45	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	166				30	8	8
16	16	47	47	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	167		articStaccatoAbove			8	8
16	16	45	45	0.0	0	0	Spanner	3/4	2	1	0									9	
16	16	45	45	0.0	0	0	Spanner	3/4	2	1	0									9	9
16	16	45	45	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	168					9	9
16	16	45	45	0.0	0	0	Spanner	3/4	3	1	0										10
16	16	45	45	0.0	0	0	Spanner	3/4	3	1	0									10	10
16	16	45	45	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	169					10	10
16	16	45	45	0.0	0	0	Spanner	3/4	4	1	0										11
16	16	45	45	0.0	0	0	Spanner	3/4	4	1	0									11	11
16	16	45	45	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	170					11	11
17	17	48	48	0.0	0	0	Spanner	3/4	1	1	0										
17	17	48	48	0.0	0	0	Spanner	3/4	1	1	0										
17	17	48	48	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	171				31		
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	172				31		
17	17	99/2	99/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	173				31		
17	17	199/4	199/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	174						
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	175		articStaccatoAbove				
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	176		articStaccatoAbove				
17	17	48	48	0.0	0	0	Spanner	3/4	2	1	0										
17	17	48	48	0.0	0	0	Spanner	3/4	2	1	0										
17	17	48	48	0.0	0	0	Spanner	3/4	3	1	0										
17	17	48	48	0.0	0	0	Spanner	3/4	3	1	0										
17	17	48	48	0.0	0	0	Spanner	3/4	4	1	0										
17	17	48	48	0.0	0	0	Spanner	3/4	4	1	0										
18	18	51	51	0.0	0	0	StaffText	3/4	1	1	0							<b><i>Cresc.</i></b>			
18	18	51	51	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	177				32		
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	178				32		
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	179				32		
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	180						
18	18	51	51	0.0	0	0	StaffText	3/4	2	1	0							<b><i>Cresc.</i></b>			
18	18	51	51	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	181				33		
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	182				33		
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	183				33		
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	184						
18	18	51	51	0.0	0	0	StaffText	3/4	3	1	0							<b><i>Cresc.</i></b>			
18	18	51	51	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	185				34		
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	186				34		
18	18	53	53	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	187				34		
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	188						
18	18	51	51	0.0	0	0	StaffText	3/4	4	1	0							<b><i>Cresc.</i></b>			
18	18	51	51	1.5	0	0	Chord	3/4	4	1	3/8		1/4	3/2	189						
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	190						
18	18	53	53	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	191						
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	192						
19	19	54	54	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	193				35		
19	19	56	56	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	194				35		
19	19	56	56	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	195				35		
19	19	56	56	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	196				35		
19	19	56	56	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	197				35		
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	198				35		
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	199						
19	19	54	54	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	200				36		
19	19	56	56	0.0	1/2	1/2	Chord	3/4	2	1	0	grace16	1/16	1	201				36		
19	19	56	56	0.0	1/2	1/2	Chord	3/4	2	1	0	grace16	1/16	1	202				36		
19	19	56	56	0.0	1/2	1/2	Chord	3/4	2	1	0	grace16	1/16	1	203				36		
19	19	56	56	0.0	1/2	1/2	Chord	3/4	2	1	0	grace16	1/16	1	204				36		
19	19	56	56	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	205				36		
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	206						
19	19	54	54	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	207				37		
19	19	56	56	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	208						
19	19	54	54	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	209				38		
19	19	56	56	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	210						
20	20	57	57	0.0	0	0	Dynamic	3/4	1	1	0					p					
20	20	57	57	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	211						
20	20	57	57	0.0	0	0	Dynamic	3/4	2	1	0					p					
20	20	57	57	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	212						
20	20	57	57	0.0	0	0	Dynamic	3/4	3	1	0					p					
20	20	57	57	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	213						
20	20	57	57	0.0	0	0	Dynamic	3/4	4	1	0					p					
20	20	57	57	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	214						
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	215				39		
21	21	61	61	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	216				39		
21	21	123/2	123/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	217				39		
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	218						
21	21	62	62	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	219		articStaccatoBelow				
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	220		articStaccatoBelow				
22	22	63	63	0.0	0	0	Dynamic	3/4	1	1	0					sf					
22	22	63	63	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	221				40		
22	22	129/2	129/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	222				40		
22	22	259/4	259/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	223						
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	224		articStaccatoAbove				
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	225		articStaccatoAbove				
22	22	63	63	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	226				41		
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	227		articStaccatoBelow				
22	22	63	63	0.0	0	0	Dynamic	3/4	3	1	0					sf					
22	22	63	63	0.0	0	0	Dynamic	3/4	3	1	0					sf					
22	22	63	63	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	228						
22	22	63	63	0.0	0	0	Dynamic	3/4	4	1	0					sf					
22	22	63	63	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	229						
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	230				42		
23	23	67	67	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	231				42		
