mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
7	7	26	26	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	81									
7	7	27	27	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	82									
8	8	28	28	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	83		articStaccatoBelow							
8	8	28	28	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	84		articStaccatoBelow							
8	8	28	28	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	85		articStaccatoBelow							
8	8	28	28	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	86									
9	9	32	32	0.0		0	0	Spanner	2/2	1	1	0													0
9	9	32	32	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	87									0
9	9	33	33	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	88									0
9	9	67/2	67/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	89									0
9	9	34	34	0.0		1/2	1/2	Spanner	2/2	1	1	0													
9	9	34	34	0.0		1/2	1/2	Spanner	2/2	1	1	0												0	
9	9	34	34	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	90		articStaccatoAbove						0	
9	9	32	32	0.0		0	0	Spanner	2/2	2	1	0													1
9	9	32	32	0.0		0	0	Spanner	2/2	2	1	0													1, 2
9	9	32	32	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	91							12		1, 2
9	9	34	34	0.0		1/2	1/2	Spanner	2/2	2	1	0													1
9	9	34	34	0.0		1/2	1/2	Spanner	2/2	2	1	0												1	1
9	9	34	34	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	92								1	1
9	9	32	32	0.0		0	0	Spanner	2/2	3	1	0													3
9	9	32	32	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	93							13		3
9	9	34	34	0.0		1/2	1/2	Spanner	2/2	3	1	0											13		
9	9	34	34	0.0		1/2	1/2	Spanner	2/2	3	1	0											13	2	
9	9	34	34	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	94							13	2	
9	9	35	35	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	95								2	
9	9	32	32	0.0		0	0	Spanner	2/2	4	1	0													4
9	9	32	32	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	96									4
9	9	33	33	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	97									4
9	9	34	34	0.0		1/2	1/2	Spanner	2/2	4	1	0													
9	9	34	34	0.0		1/2	1/2	Spanner	2/2	4	1	0												3	
9	9	35	35	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	98								3	
10	10	36	36	0.0		0	0	Spanner	2/2	1	1	0													
10	10	36	36	0.0		0	0	Spanner	2/2	1	1	0													5
10	10	36	36	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	99							14		5
10	10	37	37	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	100									5
10	10	38	38	0.0		1/2	1/2	Spanner	2/2	1	1	0													
10	10	38	38	0.0		1/2	1/2	Spanner	2/2	1	1	0												4	
10	10	38	38	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	101		articStaccatoAbove						4	
10	10	36	36	0.0		0	0	Spanner	2/2	2	1	0													
10	10	36	36	0.0		0	0	Spanner	2/2	2	1	0													
10	10	36	36	0.0		0	0	Spanner	2/2	2	1	0													6
10	10	36	36	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	102							15		6
10	10	38	38	0.0		1/2	1/2	Spanner	2/2	2	1	0											15		
10	10	38	38	0.0		1/2	1/2	Spanner	2/2	2	1	0											15	5	
10	10	38	38	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	103							15	5	
10	10	39	39	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	104								5	
10	10	36	36	0.0		0	0	Spanner	2/2	3	1	0													
10	10	36	36	0.0		0	0	Spanner	2/2	3	1	0													7
10	10	36	36	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	105							16		7
10	10	38	38	0.0		1/2	1/2	Spanner	2/2	3	1	0											16		
10	10	38	38	0.0		1/2	1/2	Spanner	2/2	3	1	0											16	6	
10	10	38	38	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	106							16	6	
10	10	39	39	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	107								6	
10	10	36	36	0.0		0	0	Spanner	2/2	4	1	0													
10	10	36	36	0.0		0	0	Spanner	2/2	4	1	0													8
10	10	36	36	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	108									8
10	10	37	37	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	109									8
10	10	38	38	0.0		1/2	1/2	Spanner	2/2	4	1	0													
10	10	38	38	0.0		1/2	1/2	Spanner	2/2	4	1	0												7	
10	10	39	39	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	110								7	
11	11	40	40	0.0		0	0	Spanner	2/2	1	1	0													
11	11	40	40	0.0		0	0	Spanner	2/2	1	1	0													9
11	11	40	40	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	111							17		9
11	11	41	41	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	112							17		9
11	11	83/2	83/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	113									9
11	11	42	42	0.0		1/2	1/2	Spanner	2/2	1	1	0												8	
11	11	42	42	0.0		1/2	1/2	Spanner	2/2	1	1	0												8	
11	11	42	42	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	114		articStaccatoAbove						8	
11	11	40	40	0.0		0	0	Spanner	2/2	2	1	0													
11	11	40	40	0.0		0	0	Spanner	2/2	2	1	0													10
11	11	40	40	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	115							18		10
11	11	42	42	0.0		1/2	1/2	Spanner	2/2	2	1	0												9	
11	11	42	42	0.0		1/2	1/2	Spanner	2/2	2	1	0												9	
11	11	42	42	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	116								9	
11	11	40	40	0.0		0	0	Spanner	2/2	3	1	0													
11	11	40	40	0.0		0	0	Spanner	2/2	3	1	0													11
11	11	40	40	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	117							19		11
11	11	42	42	0.0		1/2	1/2	Spanner	2/2	3	1	0											19	10	
11	11	42	42	0.0		1/2	1/2	Spanner	2/2	3	1	0											19	10	
11	11	42	42	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	118							19	10	
11	11	43	43	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	119								10	
11	11	40	40	0.0		0	0	Spanner	2/2	4	1	0													
11	11	40	40	0.0		0	0	Spanner	2/2	4	1	0													12
11	11	40	40	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	120									12
11	11	41	41	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	121									12
11	11	42	42	0.0		1/2	1/2	Spanner	2/2	4	1	0												11	
11	11	42	42	0.0		1/2	1/2	Spanner	2/2	4	1	0												11	
11	11	43	43	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	122								11	
12	12	44	44	0.0		0	0	Spanner	2/2	1	1	0													
12	12	44	44	0.0		0	0	Spanner	2/2	1	1	0													13
12	12	44	44	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	123							20		13
12	12	45	45	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	124									13
12	12	46	46	0.0		1/2	1/2	Spanner	2/2	1	1	0													
12	12	46	46	0.0		1/2	1/2	Spanner	2/2	1	1	0												12	
12	12	46	46	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	125		articStaccatoAbove						12	
12	12	44	44	0.0		0	0	Spanner	2/2	2	1	0													
12	12	44	44	0.0		0	0	Spanner	2/2	2	1	0													14
12	12	44	44	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	126							21		14
12	12	46	46	0.0		1/2	1/2	Spanner	2/2	2	1	0											21		
12	12	46	46	0.0		1/2	1/2	Spanner	2/2	2	1	0											21	13	
12	12	46	46	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	127							21	13	
12	12	47	47	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	128								13	
12	12	44	44	0.0		0	0	Spanner	2/2	3	1	0													
12	12	44	44	0.0		0	0	Spanner	2/2	3	1	0													15
12	12	44	44	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	129							22		15
12	12	46	46	0.0		1/2	1/2	Spanner	2/2	3	1	0											22		
12	12	46	46	0.0		1/2	1/2	Spanner	2/2	3	1	0											22	14	
12	12	46	46	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	130							22	14	
12	12	47	47	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	131								14	
12	12	44	44	0.0		0	0	Spanner	2/2	4	1	0													
12	12	44	44	0.0		0	0	Spanner	2/2	4	1	0													16
12	12	44	44	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	132									16
12	12	45	45	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	133									16
12	12	46	46	0.0		1/2	1/2	Spanner	2/2	4	1	0													
12	12	46	46	0.0		1/2	1/2	Spanner	2/2	4	1	0												15	
12	12	46	46	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	134								15	
12	12	47	47	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	135								15	
13	13	48	48	0.0		0	0	StaffText	2/2	1	1	0							<i>cresc.</i>						
13	13	48	48	0.0		0	0	Spanner	2/2	1	1	0													
13	13	48	48	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	136							23		
13	13	49	49	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	137							23		
13	13	99/2	99/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	138									
13	13	50	50	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	139		articStaccatoAbove							
13	13	48	48	0.0		0	0	StaffText	2/2	2	1	0							<i>cresc.</i>						
13	13	48	48	0.0		0	0	Spanner	2/2	2	1	0													
13	13	48	48	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	140							24		
13	13	50	50	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	141									
13	13	48	48	0.0		0	0	StaffText	2/2	3	1	0							<i>cresc.</i>						
13	13	48	48	0.0		0	0	Spanner	2/2	3	1	0													
13	13	48	48	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	142							25		
13	13	50	50	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	143									
13	13	48	48	0.0		0	0	StaffText	2/2	4	1	0							<i>cresc.</i>						
13	13	48	48	0.0		0	0	Spanner	2/2	4	1	0													
13	13	48	48	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	144									
13	13	49	49	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	145									
13	13	51	51	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	146									
14	14	52	52	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	147							26		
14	14	53	53	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	148							26		
14	14	107/2	107/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	149									
14	14	54	54	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	150		articStaccatoAbove							
14	14	52	52	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	151							27		
14	14	54	54	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	152									
14	14	52	52	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	153							28		
14	14	54	54	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	154									
14	14	52	52	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	155									
14	14	53	53	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	156									
14	14	55	55	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	157									
15	15	56	56	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	158							29		
15	15	57	57	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	159							29		
15	15	115/2	115/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	160									
15	15	58	58	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	161		articStaccatoAbove							
15	15	59	59	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	162		articStaccatoAbove							
15	15	56	56	0.0		0	0	Dynamic	2/2	2	1	0					f								
15	15	56	56	0.0		0	0	Dynamic	2/2	2	1	0					f								
15	15	56	56	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	163							30		
15	15	58	58	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	164		articStaccatoBelow							
15	15	59	59	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	165		articStaccatoBelow							
15	15	56	56	0.0		0	0	Dynamic	2/2	3	1	0					f								
15	15	56	56	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	166									
15	15	58	58	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	167		articStaccatoBelow							
15	15	59	59	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	168		articStaccatoBelow							
15	15	56	56	0.0		0	0	Dynamic	2/2	4	1	0					f								
15	15	56	56	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	169									
15	15	57	57	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	170									
15	15	58	58	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	171									
15	15	59	59	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	172									
16	16	60	60	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	173							31		
16	16	61	61	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	174									
16	16	62	62	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	175		articStaccatoAbove							
16	16	60	60	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	176							32		
16	16	61	61	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	177									
16	16	62	62	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	178		articStaccatoBelow							
16	16	60	60	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	179									
16	16	61	61	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	180									
16	16	62	62	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	181									
16	16	60	60	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	182		articStaccatoAbove							
16	16	61	61	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	183		articStaccatoAbove							
16	16	62	62	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	184									
17	17	64	64	0.0		0	0	Tempo	6/4	1	1	0								L'istessotempo	144.0	1.0			
17	17	64	64	1.0		0	0	Chord	6/4	1	1	1/4		1/4	1	185		articStaccatoBelow							
17	17	65	65	1.0		1/4	1/4	Chord	6/4	1	1	1/4		1/4	1	186		articStaccatoBelow							
17	17	66	66	1.0		1/2	1/2	Chord	6/4	1	1	1/4		1/4	1	187		articStaccatoBelow							
17	17	67	67	0.0		3/4	3/4	Dynamic	6/4	1	1	0					sf								
17	17	67	67	0.0		3/4	3/4	Chord	6/4	1	1	0	grace16	1/16	1	188									
17	17	67	67	1.0		3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	189									
17	17	68	68	1.0		1	1	Chord	6/4	1	1	1/4		1/4	1	190									
17	17	69	69	1.0		5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	191									
17	17	64	64	0.0		0	0	Dynamic	6/4	2	1	0					f								
17	17	67	67	0.0		3/4	3/4	Dynamic	6/4	2	1	0					f								
17	17	67	67	1.0		3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	192									
17	17	68	68	1.0		1	1	Chord	6/4	2	1	1/4		1/4	1	193									
17	17	69	69	1.0		5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	194									
17	17	67	67	0.0		3/4	3/4	Dynamic	6/4	3	1	0					f								
17	17	67	67	1.0		3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	195									
17	17	68	68	1.0		1	1	Chord	6/4	3	1	1/4		1/4	1	196									
17	17	69	69	1.0		5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	197									
17	17	67	67	0.0		3/4	3/4	Dynamic	6/4	4	1	0					f								
17	17	67	67	1.0		3/4	3/4	Chord	6/4	4	1	1/4		1/4	1	198									
17	17	68	68	1.0		1	1	Chord	6/4	4	1	1/4		1/4	1	199									
17	17	69	69	1.0		5/4	5/4	Chord	6/4	4	1	1/4		1/4	1	200									
18	18	70	70	1.0		0	0	Chord	6/4	1	1	1/4		1/4	1	201									
18	18	71	71	1.0		1/4	1/4	Chord	6/4	1	1	1/4		1/4	1	202									
18	18	72	72	1.0		1/2	1/2	Chord	6/4	1	1	1/4		1/4	1	203									
18	18	73	73	0.0		3/4	3/4	Dynamic	6/4	1	1	0					sf								
18	18	73	73	0.0		3/4	3/4	Chord	6/4	1	1	0	grace16	1/16	1	204									
18	18	73	73	1.0		3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	205									
18	18	74	74	1.0		1	1	Chord	6/4	1	1	1/4		1/4	1	206									
18	18	75	75	1.0		5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	207									
18	18	73	73	1.0		3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	208									
18	18	74	74	1.0		1	1	Chord	6/4	2	1	1/4		1/4	1	209									
18	18	75	75	1.0		5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	210									
18	18	73	73	1.0		3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	211									
18	18	74	74	1.0		1	1	Chord	6/4	3	1	1/4		1/4	1	212									
18	18	75	75	1.0		5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	213									
18	18	73	73	1.0		3/4	3/4	Chord	6/4	4	1	1/4		1/4	1	214									
18	18	74	74	1.0		1	1	Chord	6/4	4	1	1/4		1/4	1	215									
18	18	75	75	1.0		5/4	5/4	Chord	6/4	4	1	1/4		1/4	1	216									
19	19	76	76	1.0		0	0	Chord	6/4	1	1	1/4		1/4	1	217									
19	19	77	77	1.0		1/4	1/4	Chord	6/4	1	1	1/4		1/4	1	218									
19	19	78	78	1.0		1/2	1/2	Chord	6/4	1	1	1/4		1/4	1	219									
19	19	79	79	0.0		3/4	3/4	Dynamic	6/4	1	1	0					sf								
19	19	79	79	0.0		3/4	3/4	Chord	6/4	1	1	0	grace16	1/16	1	220									
19	19	79	79	1.0		3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	221									
19	19	80	80	1.0		1	1	Chord	6/4	1	1	1/4		1/4	1	222									
19	19	81	81	1.0		5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	223									
19	19	79	79	1.0		3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	224									
